y,x,channel
0,173,R
0,173,G
0,173,B
0,174,R
0,174,G
0,174,B
0,175,R
0,175,G
0,175,B
0,176,R
0,176,G
0,176,B
0,177,R
0,177,G
0,177,B
0,178,R
0,178,G
0,178,B
0,179,R
0,179,G
0,179,B
0,180,R
0,180,G
0,180,B
0,181,R
0,181,G
0,181,B
0,182,R
0,182,G
0,182,B
0,183,R
0,183,G
0,183,B
0,184,R
0,184,G
0,184,B
0,185,R
0,185,G
0,185,B
0,186,R
0,186,G
0,186,B
0,187,R
0,187,G
0,187,B
0,188,R
0,188,G
0,188,B
0,189,R
0,189,G
0,189,B
0,190,R
0,190,G
0,190,B
0,191,R
0,191,G
0,191,B
0,192,R
0,192,G
0,192,B
0,193,R
0,193,G
0,193,B
0,194,R
0,194,G
0,194,B
0,195,R
0,195,G
0,195,B
0,196,R
0,196,G
0,196,B
0,197,R
0,197,G
0,197,B
0,198,R
0,198,G
0,198,B
0,199,R
0,199,G
0,199,B
0,200,R
0,200,G
0,200,B
0,201,R
0,201,G
0,201,B
0,202,R
0,202,G
0,202,B
0,203,R
0,203,G
0,203,B
0,204,R
0,204,G
0,204,B
0,205,R
0,205,G
0,205,B
0,206,R
0,206,G
0,206,B
0,207,R
0,207,G
0,207,B
0,208,R
0,208,G
0,208,B
0,209,R
0,209,G
0,209,B
0,210,R
0,210,G
0,210,B
0,211,R
0,211,G
0,211,B
0,212,R
0,212,G
0,212,B
0,213,R
0,213,G
0,213,B
0,214,R
0,214,G
0,214,B
0,215,R
0,215,G
0,215,B
0,216,R
0,216,G
0,216,B
0,217,R
0,217,G
0,217,B
0,218,R
0,218,G
0,218,B
0,219,R
0,219,G
0,219,B
0,220,R
0,220,G
0,220,B
0,221,R
0,221,G
0,221,B
0,222,R
0,222,G
0,222,B
0,223,R
0,223,G
0,223,B
0,224,R
0,224,G
0,224,B
0,225,R
0,225,G
0,225,B
0,226,R
0,226,G
0,226,B
0,227,R
0,227,G
0,227,B
0,228,R
0,228,G
0,228,B
0,229,R
0,229,G
0,229,B
0,230,R
0,230,G
0,230,B
0,231,R
0,231,G
0,231,B
0,232,R
0,232,G
0,232,B
0,233,R
0,233,G
0,233,B
0,234,R
0,234,G
0,234,B
0,235,R
0,235,G
0,235,B
0,236,R
0,236,G
0,236,B
0,237,R
0,237,G
0,237,B
0,238,R
0,238,G
0,238,B
0,239,R
0,239,G
0,239,B
0,240,R
0,240,G
0,240,B
0,241,R
0,241,G
0,241,B
0,242,R
0,242,G
0,242,B
0,243,R
0,243,G
0,243,B
0,244,R
0,244,G
0,244,B
0,245,R
0,245,G
0,245,B
0,246,R
0,246,G
0,246,B
0,247,R
0,247,G
0,247,B
0,248,R
0,248,G
0,248,B
0,249,R
0,249,G
0,249,B
0,250,R
0,250,G
0,250,B
0,251,R
0,251,G
0,251,B
0,252,R
0,252,G
0,252,B
0,253,R
0,253,G
0,253,B
0,254,R
0,254,G
0,254,B
0,255,R
0,255,G
0,255,B
1,0,R
1,0,G
1,0,B
1,1,R
1,1,G
1,1,B
1,2,R
1,2,G
1,2,B
1,3,R
1,3,G
1,3,B
1,4,R
1,4,G
1,4,B
1,5,R
1,5,G
1,5,B
1,6,R
1,6,G
1,6,B
1,7,R
1,7,G
1,7,B
1,8,R
1,8,G
1,8,B
1,9,R
1,9,G
1,9,B
1,10,R
1,10,G
1,10,B
1,11,R
1,11,G
1,11,B
1,12,R
1,12,G
1,12,B
1,13,R
1,13,G
1,13,B
1,14,R
1,14,G
1,14,B
1,15,R
1,15,G
1,15,B
1,16,R
1,16,G
1,16,B
1,17,R
1,17,G
1,17,B
1,18,R
1,18,G
1,18,B
1,19,R
1,19,G
1,19,B
1,20,R
1,20,G
1,20,B
1,21,R
1,21,G
1,21,B
1,22,R
1,22,G
1,22,B
1,23,R
1,23,G
1,23,B
1,24,R
1,24,G
1,24,B
1,25,R
1,25,G
1,25,B
1,26,R
1,26,G
1,26,B
1,27,R
1,27,G
1,27,B
1,28,R
1,28,G
1,28,B
1,29,R
1,29,G
1,29,B
1,30,R
1,30,G
1,30,B
1,31,R
1,31,G
1,31,B
1,32,R
1,32,G
1,32,B
1,33,R
1,33,G
1,33,B
1,34,R
1,34,G
1,34,B
1,35,R
1,35,G
1,35,B
1,36,R
1,36,G
1,36,B
1,37,R
1,37,G
1,37,B
1,38,R
1,38,G
1,38,B
1,39,R
1,39,G
1,39,B
1,40,R
1,40,G
1,40,B
1,41,R
1,41,G
1,41,B
1,42,R
1,42,G
1,42,B
1,43,R
1,43,G
1,43,B
1,44,R
1,44,G
1,44,B
1,45,R
1,45,G
1,45,B
1,46,R
1,46,G
1,46,B
1,47,R
1,47,G
1,47,B
1,48,R
1,48,G
1,48,B
1,49,R
1,49,G
1,49,B
1,50,R
1,50,G
1,50,B
1,51,R
1,51,G
1,51,B
1,52,R
1,52,G
1,52,B
1,53,R
1,53,G
1,53,B
1,54,R
1,54,G
1,54,B
1,55,R
1,55,G
1,55,B
1,56,R
1,56,G
1,56,B
1,57,R
1,57,G
1,57,B
1,58,R
1,58,G
1,58,B
1,59,R
1,59,G
1,59,B
1,60,R
1,60,G
1,60,B
1,61,R
1,61,G
1,61,B
1,62,R
1,62,G
1,62,B
1,63,R
1,63,G
1,63,B
1,64,R
1,64,G
1,64,B
1,65,R
1,65,G
1,65,B
1,66,R
1,66,G
1,66,B
1,67,R
1,67,G
1,67,B
1,68,R
1,68,G
1,68,B
1,69,R
1,69,G
1,69,B
1,70,R
1,70,G
1,70,B
1,71,R
1,71,G
1,71,B
1,72,R
1,72,G
1,72,B
1,73,R
1,73,G
1,73,B
1,74,R
1,74,G
1,74,B
1,75,R
1,75,G
1,75,B
1,76,R
1,76,G
1,76,B
1,77,R
1,77,G
1,77,B
1,78,R
1,78,G
1,78,B
1,79,R
1,79,G
1,79,B
1,80,R
1,80,G
1,80,B
1,81,R
1,81,G
1,81,B
1,82,R
1,82,G
1,82,B
1,83,R
1,83,G
1,83,B
1,84,R
1,84,G
1,84,B
1,85,R
1,85,G
1,85,B
1,86,R
1,86,G
1,86,B
1,87,R
1,87,G
1,87,B
1,88,R
1,88,G
1,88,B
1,89,R
1,89,G
1,89,B
1,90,R
1,90,G
1,90,B
1,91,R
1,91,G
1,91,B
1,92,R
1,92,G
1,92,B
1,93,R
1,93,G
1,93,B
1,94,R
1,94,G
1,94,B
1,95,R
1,95,G
1,95,B
1,96,R
1,96,G
1,96,B
1,97,R
1,97,G
1,97,B
1,98,R
1,98,G
1,98,B
1,99,R
1,99,G
1,99,B
1,100,R
1,100,G
1,100,B
1,101,R
1,101,G
1,101,B
1,102,R
1,102,G
1,102,B
1,103,R
1,103,G
1,103,B
1,104,R
1,104,G
1,104,B
1,105,R
1,105,G
1,105,B
1,106,R
1,106,G
1,106,B
1,107,R
1,107,G
1,107,B
1,108,R
1,108,G
1,108,B
1,109,R
1,109,G
1,109,B
1,110,R
1,110,G
1,110,B
1,111,R
1,111,G
1,111,B
1,112,R
1,112,G
1,112,B
1,113,R
1,113,G
1,113,B
1,114,R
1,114,G
1,114,B
1,115,R
1,115,G
1,115,B
1,116,R
1,116,G
1,116,B
1,117,R
1,117,G
1,117,B
1,118,R
1,118,G
1,118,B
1,119,R
1,119,G
1,119,B
1,120,R
1,120,G
1,120,B
1,121,R
1,121,G
1,121,B
1,122,R
1,122,G
1,122,B
1,123,R
1,123,G
1,123,B
1,124,R
1,124,G
1,124,B
1,125,R
1,125,G
1,125,B
1,126,R
1,126,G
1,126,B
1,127,R
1,127,G
1,127,B
1,128,R
1,128,G
1,128,B
1,129,R
1,129,G
1,129,B
1,130,R
1,130,G
1,130,B
1,131,R
1,131,G
1,131,B
1,132,R
1,132,G
1,132,B
1,133,R
1,133,G
1,133,B
1,134,R
1,134,G
1,134,B
1,135,R
1,135,G
1,135,B
1,136,R
1,136,G
1,136,B
1,137,R
1,137,G
1,137,B
1,138,R
1,138,G
1,138,B
1,139,R
1,139,G
1,139,B
1,140,R
1,140,G
1,140,B
1,141,R
1,141,G
1,141,B
1,142,R
1,142,G
1,142,B
1,143,R
1,143,G
1,143,B
1,144,R
1,144,G
1,144,B
1,145,R
1,145,G
1,145,B
1,146,R
1,146,G
1,146,B
1,147,R
1,147,G
1,147,B
1,148,R
1,148,G
1,148,B
1,149,R
1,149,G
1,149,B
1,150,R
1,150,G
1,150,B
1,151,R
1,151,G
1,151,B
1,152,R
1,152,G
1,152,B
1,153,R
1,153,G
1,153,B
1,154,R
1,154,G
1,154,B
1,155,R
1,155,G
1,155,B
1,156,R
1,156,G
1,156,B
1,157,R
1,157,G
1,157,B
1,158,R
1,158,G
1,158,B
1,159,R
1,159,G
1,159,B
1,160,R
1,160,G
1,160,B
1,161,R
1,161,G
1,161,B
1,162,R
1,162,G
1,162,B
1,163,R
1,163,G
1,163,B
1,164,R
1,164,G
1,164,B
1,165,R
1,165,G
1,165,B
1,166,R
1,166,G
1,166,B
1,167,R
1,167,G
1,167,B
1,168,R
1,168,G
1,168,B
1,169,R
1,169,G
1,169,B
1,170,R
1,170,G
1,170,B
1,171,R
1,171,G
1,171,B
1,172,R
1,172,G
1,172,B
1,173,R
1,173,G
1,173,B
1,174,R
1,174,G
1,174,B
1,175,R
1,175,G
1,175,B
1,176,R
1,176,G
1,176,B
1,177,R
1,177,G
1,177,B
1,178,R
1,178,G
1,178,B
1,179,R
1,179,G
1,179,B
1,180,R
1,180,G
1,180,B
1,181,R
1,181,G
1,181,B
1,182,R
1,182,G
1,182,B
1,183,R
1,183,G
1,183,B
1,184,R
1,184,G
1,184,B
1,185,R
1,185,G
1,185,B
1,186,R
1,186,G
1,186,B
1,187,R
1,187,G
1,187,B
1,188,R
1,188,G
1,188,B
1,189,R
1,189,G
1,189,B
1,190,R
1,190,G
1,190,B
1,191,R
1,191,G
1,191,B
1,192,R
1,192,G
1,192,B
1,193,R
1,193,G
1,193,B
1,194,R
1,194,G
1,194,B
1,195,R
1,195,G
1,195,B
1,196,R
1,196,G
1,196,B
1,197,R
1,197,G
1,197,B
1,198,R
1,198,G
1,198,B
1,199,R
1,199,G
1,199,B
1,200,R
1,200,G
1,200,B
1,201,R
1,201,G
1,201,B
1,202,R
1,202,G
1,202,B
1,203,R
1,203,G
1,203,B
1,204,R
1,204,G
1,204,B
1,205,R
1,205,G
1,205,B
1,206,R
1,206,G
1,206,B
1,207,R
1,207,G
1,207,B
1,208,R
1,208,G
1,208,B
1,209,R
1,209,G
1,209,B
1,210,R
1,210,G
1,210,B
1,211,R
1,211,G
1,211,B
1,212,R
1,212,G
1,212,B
1,213,R
1,213,G
1,213,B
1,214,R
1,214,G
1,214,B
1,215,R
1,215,G
1,215,B
1,216,R
1,216,G
1,216,B
1,217,R
1,217,G
1,217,B
1,218,R
1,218,G
1,218,B
1,219,R
1,219,G
1,219,B
1,220,R
1,220,G
1,220,B
1,221,R
1,221,G
1,221,B
1,222,R
1,222,G
1,222,B
1,223,R
1,223,G
1,223,B
1,224,R
1,224,G
1,224,B
1,225,R
1,225,G
1,225,B
1,226,R
1,226,G
1,226,B
1,227,R
1,227,G
1,227,B
1,228,R
1,228,G
1,228,B
1,229,R
1,229,G
1,229,B
1,230,R
1,230,G
1,230,B
1,231,R
1,231,G
1,231,B
1,232,R
1,232,G
1,232,B
1,233,R
1,233,G
1,233,B
1,234,R
1,234,G
1,234,B
1,235,R
1,235,G
1,235,B
1,236,R
1,236,G
1,236,B
1,237,R
1,237,G
1,237,B
1,238,R
1,238,G
1,238,B
1,239,R
1,239,G
1,239,B
1,240,R
1,240,G
1,240,B
1,241,R
1,241,G
1,241,B
1,242,R
1,242,G
1,242,B
1,243,R
1,243,G
1,243,B
1,244,R
1,244,G
1,244,B
1,245,R
1,245,G
1,245,B
1,246,R
1,246,G
1,246,B
1,247,R
1,247,G
1,247,B
1,248,R
1,248,G
1,248,B
1,249,R
1,249,G
1,249,B
1,250,R
1,250,G
1,250,B
1,251,R
1,251,G
1,251,B
1,252,R
1,252,G
1,252,B
1,253,R
1,253,G
1,253,B
1,254,R
1,254,G
1,254,B
1,255,R
1,255,G
1,255,B
2,0,R
2,0,G
2,0,B
2,1,R
2,1,G
2,1,B
2,2,R
2,2,G
2,2,B
2,3,R
2,3,G
2,3,B
2,4,R
2,4,G
2,4,B
2,5,R
2,5,G
2,5,B
2,6,R
2,6,G
2,6,B
2,7,R
2,7,G
2,7,B
2,8,R
2,8,G
2,8,B
2,9,R
2,9,G
2,9,B
2,10,R
2,10,G
2,10,B
2,11,R
2,11,G
2,11,B
2,12,R
2,12,G
2,12,B
2,13,R
2,13,G
2,13,B
2,14,R
2,14,G
2,14,B
2,15,R
2,15,G
2,15,B
2,16,R
2,16,G
2,16,B
2,17,R
2,17,G
2,17,B
2,18,R
2,18,G
2,18,B
2,19,R
2,19,G
2,19,B
2,20,R
2,20,G
2,20,B
2,21,R
2,21,G
2,21,B
2,22,R
2,22,G
2,22,B
2,23,R
2,23,G
2,23,B
2,24,R
2,24,G
2,24,B
2,25,R
2,25,G
2,25,B
2,26,R
2,26,G
2,26,B
2,27,R
2,27,G
2,27,B
2,28,R
2,28,G
2,28,B
2,29,R
2,29,G
2,29,B
2,30,R
2,30,G
2,30,B
2,31,R
2,31,G
2,31,B
2,32,R
2,32,G
2,32,B
2,33,R
2,33,G
2,33,B
2,34,R
2,34,G
2,34,B
2,35,R
2,35,G
2,35,B
2,36,R
2,36,G
2,36,B
2,37,R
2,37,G
2,37,B
2,38,R
2,38,G
2,38,B
2,39,R
2,39,G
2,39,B
2,40,R
2,40,G
2,40,B
2,41,R
2,41,G
2,41,B
2,42,R
2,42,G
2,42,B
2,43,R
2,43,G
2,43,B
2,44,R
2,44,G
2,44,B
2,45,R
2,45,G
2,45,B
2,46,R
2,46,G
2,46,B
2,47,R
2,47,G
2,47,B
2,48,R
2,48,G
2,48,B
2,49,R
2,49,G
2,49,B
2,50,R
2,50,G
2,50,B
2,51,R
2,51,G
2,51,B
2,52,R
2,52,G
2,52,B
2,53,R
2,53,G
2,53,B
2,54,R
2,54,G
2,54,B
2,55,R
2,55,G
2,55,B
2,56,R
2,56,G
2,56,B
2,57,R
2,57,G
2,57,B
2,58,R
2,58,G
2,58,B
2,59,R
2,59,G
2,59,B
2,60,R
2,60,G
2,60,B
2,61,R
2,61,G
2,61,B
2,62,R
2,62,G
2,62,B
2,63,R
2,63,G
2,63,B
2,64,R
2,64,G
2,64,B
2,65,R
2,65,G
2,65,B
2,66,R
2,66,G
2,66,B
2,67,R
2,67,G
2,67,B
2,68,R
2,68,G
2,68,B
2,69,R
2,69,G
2,69,B
2,70,R
2,70,G
2,70,B
2,71,R
2,71,G
2,71,B
2,72,R
2,72,G
2,72,B
2,73,R
2,73,G
2,73,B
2,74,R
2,74,G
2,74,B
2,75,R
2,75,G
2,75,B
2,76,R
2,76,G
2,76,B
2,77,R
2,77,G
2,77,B
2,78,R
2,78,G
2,78,B
2,79,R
2,79,G
2,79,B
2,80,R
2,80,G
2,80,B
2,81,R
2,81,G
2,81,B
2,82,R
2,82,G
2,82,B
2,83,R
2,83,G
2,83,B
2,84,R
2,84,G
2,84,B
2,85,R
2,85,G
2,85,B
2,86,R
2,86,G
2,86,B
2,87,R
2,87,G
2,87,B
2,88,R
2,88,G
2,88,B
2,89,R
2,89,G
2,89,B
2,90,R
2,90,G
2,90,B
2,91,R
2,91,G
2,91,B
2,92,R
2,92,G
2,92,B
2,93,R
2,93,G
2,93,B
2,94,R
2,94,G
2,94,B
2,95,R
2,95,G
2,95,B
2,96,R
2,96,G
2,96,B
2,97,R
2,97,G
2,97,B
2,98,R
2,98,G
2,98,B
2,99,R
2,99,G
2,99,B
2,100,R
2,100,G
2,100,B
2,101,R
2,101,G
2,101,B
2,102,R
2,102,G
2,102,B
2,103,R
2,103,G
2,103,B
2,104,R
2,104,G
2,104,B
2,105,R
2,105,G
2,105,B
2,106,R
2,106,G
2,106,B
2,107,R
2,107,G
2,107,B
2,108,R
2,108,G
2,108,B
2,109,R
2,109,G
2,109,B
2,110,R
2,110,G
2,110,B
2,111,R
2,111,G
2,111,B
2,112,R
2,112,G
2,112,B
2,113,R
2,113,G
2,113,B
2,114,R
2,114,G
2,114,B
2,115,R
2,115,G
2,115,B
2,116,R
2,116,G
2,116,B
2,117,R
2,117,G
2,117,B
2,118,R
2,118,G
2,118,B
2,119,R
2,119,G
2,119,B
2,120,R
2,120,G
2,120,B
2,121,R
2,121,G
2,121,B
2,122,R
2,122,G
2,122,B
2,123,R
2,123,G
2,123,B
2,124,R
2,124,G
2,124,B
2,125,R
2,125,G
2,125,B
2,126,R
2,126,G
2,126,B
2,127,R
2,127,G
2,127,B
2,128,R
2,128,G
2,128,B
2,129,R
2,129,G
2,129,B
2,130,R
2,130,G
2,130,B
2,131,R
2,131,G
2,131,B
2,132,R
2,132,G
2,132,B
2,133,R
2,133,G
2,133,B
2,134,R
2,134,G
2,134,B
2,135,R
2,135,G
2,135,B
2,136,R
2,136,G
2,136,B
2,137,R
2,137,G
2,137,B
2,138,R
2,138,G
2,138,B
2,139,R
2,139,G
2,139,B
2,140,R
2,140,G
2,140,B
2,141,R
2,141,G
2,141,B
2,142,R
2,142,G
2,142,B
2,143,R
2,143,G
2,143,B
2,144,R
2,144,G
2,144,B
2,145,R
2,145,G
2,145,B
2,146,R
2,146,G
2,146,B
2,147,R
2,147,G
2,147,B
2,148,R
2,148,G
2,148,B
2,149,R
2,149,G
2,149,B
2,150,R
2,150,G
2,150,B
2,151,R
2,151,G
2,151,B
2,152,R
2,152,G
2,152,B
2,153,R
2,153,G
2,153,B
2,154,R
2,154,G
2,154,B
2,155,R
2,155,G
2,155,B
2,156,R
2,156,G
2,156,B
2,157,R
2,157,G
2,157,B
2,158,R
2,158,G
2,158,B
2,159,R
2,159,G
2,159,B
2,160,R
2,160,G
2,160,B
2,161,R
2,161,G
2,161,B
2,162,R
2,162,G
2,162,B
2,163,R
2,163,G
2,163,B
2,164,R
2,164,G
2,164,B
2,165,R
2,165,G
2,165,B
2,166,R
2,166,G
2,166,B
2,167,R
2,167,G
2,167,B
2,168,R
2,168,G
2,168,B
2,169,R
2,169,G
2,169,B
2,170,R
2,170,G
2,170,B
2,171,R
2,171,G
2,171,B
2,172,R
2,172,G
2,172,B
2,173,R
2,173,G
2,173,B
2,174,R
2,174,G
2,174,B
2,175,R
2,175,G
2,175,B
2,176,R
2,176,G
2,176,B
2,177,R
2,177,G
2,177,B
2,178,R
2,178,G
2,178,B
2,179,R
2,179,G
2,179,B
2,180,R
2,180,G
2,180,B
2,181,R
2,181,G
2,181,B
2,182,R
2,182,G
2,182,B
2,183,R
2,183,G
2,183,B
2,184,R
2,184,G
2,184,B
2,185,R
2,185,G
2,185,B
2,186,R
2,186,G
2,186,B
2,187,R
2,187,G
2,187,B
2,188,R
2,188,G
2,188,B
2,189,R
2,189,G
2,189,B
2,190,R
2,190,G
2,190,B
2,191,R
2,191,G
2,191,B
2,192,R
2,192,G
2,192,B
2,193,R
2,193,G
2,193,B
2,194,R
2,194,G
2,194,B
2,195,R
2,195,G
2,195,B
2,196,R
2,196,G
2,196,B
2,197,R
2,197,G
2,197,B
2,198,R
2,198,G
2,198,B
2,199,R
2,199,G
2,199,B
2,200,R
2,200,G
2,200,B
2,201,R
2,201,G
2,201,B
2,202,R
2,202,G
2,202,B
2,203,R
2,203,G
2,203,B
2,204,R
2,204,G
2,204,B
2,205,R
2,205,G
2,205,B
2,206,R
2,206,G
2,206,B
2,207,R
2,207,G
2,207,B
2,208,R
2,208,G
2,208,B
2,209,R
2,209,G
2,209,B
2,210,R
2,210,G
2,210,B
2,211,R
2,211,G
2,211,B
2,212,R
2,212,G
2,212,B
2,213,R
2,213,G
2,213,B
2,214,R
2,214,G
2,214,B
2,215,R
2,215,G
2,215,B
2,216,R
2,216,G
2,216,B
2,217,R
2,217,G
2,217,B
2,218,R
2,218,G
2,218,B
2,219,R
2,219,G
2,219,B
2,220,R
2,220,G
2,220,B
2,221,R
2,221,G
2,221,B
2,222,R
2,222,G
2,222,B
2,223,R
2,223,G
2,223,B
2,224,R
2,224,G
2,224,B
2,225,R
2,225,G
2,225,B
2,226,R
2,226,G
2,226,B
2,227,R
2,227,G
2,227,B
2,228,R
2,228,G
2,228,B
2,229,R
2,229,G
2,229,B
2,230,R
2,230,G
2,230,B
2,231,R
2,231,G
2,231,B
2,232,R
2,232,G
2,232,B
2,233,R
2,233,G
2,233,B
2,234,R
2,234,G
2,234,B
2,235,R
2,235,G
2,235,B
2,236,R
2,236,G
2,236,B
2,237,R
2,237,G
2,237,B
2,238,R
2,238,G
2,238,B
2,239,R
2,239,G
2,239,B
2,240,R
2,240,G
2,240,B
2,241,R
2,241,G
2,241,B
2,242,R
2,242,G
2,242,B
2,243,R
2,243,G
2,243,B
2,244,R
2,244,G
2,244,B
2,245,R
2,245,G
2,245,B
2,246,R
2,246,G
2,246,B
2,247,R
2,247,G
2,247,B
2,248,R
2,248,G
2,248,B
2,249,R
2,249,G
2,249,B
2,250,R
2,250,G
2,250,B
2,251,R
2,251,G
2,251,B
2,252,R
2,252,G
2,252,B
2,253,R
2,253,G
2,253,B
2,254,R
2,254,G
2,254,B
2,255,R
2,255,G
2,255,B
3,0,R
3,0,G
3,0,B
3,1,R
3,1,G
3,1,B
3,2,R
3,2,G
3,2,B
3,3,R
3,3,G
3,3,B
3,4,R
3,4,G
3,4,B
3,5,R
3,5,G
3,5,B
3,6,R
3,6,G
3,6,B
3,7,R
3,7,G
3,7,B
3,8,R
3,8,G
3,8,B
